commentText,Labels
kabita aap bhot achi recipe banate ho.......nice work dear,4
super super,3
wooww..,3
mujy ap ki respies boht pasand hn,4
butter chikeen,6
"yummmmmmmmy... will mk it.
biryani sounds very lengthy process bt whn u show its v easy to mk. thanks a ton fr this video.",5
nice dum biryani,2
mam chikan biryani  ko kukar me nhi bna sakte h,7
mere mama ko apke recepie+ bolne ka style bohhhhht pasand aya.,5
Thanks fr sharing uR Biryani recipe with us,1
you are good,4
Sach me bhuk lagne lagi dekh k. Me definitely  try karungi. Thankyu,1
plen chiken biryani,6
no maim dum briyani nhi plen briyani,6
Biryani meri favourite list me no. One hai main to iss dishe ko jaroor bana ke dekhongi aur reply jaroor karoongi kaisa laga! Thank you so much mam. You are teach me💖💖💖💖💖💖💖💖💖💖💖,1
kabita ji so nice of u  ,4
awesome recipe l like it,2
waste of aata ka dough,6
"madam, ye cooker me bhi bana sakte hai kya, without whistle... n with same timing?",7
Medam chikan biryani maine banayi  1 no . Medam yammmmi thanku,5
Superb...👍👌,3
mam aluminium pan main bhi timing same hi hai.,7
Verey good,3
supar biryani,2
good,3
Verey good,3
nice,3
hi di i'm pakhi..frm Assam......ur tooooooooo cuteeeeeeee.....,4
n meine kuch din pehele bhi potato pan cake banayi thi..,6
ur voice is so swt...#kabita di...,4
nice,3
Ji mai bengal se hu Apa Sen resepi ko mai banaiya hai......Thanks,1
Kabita ji chiken chap banake video,6
ur method is very Nice,4
nice,3
thanks aapki banayi biryani maine ghar par banai our wo bahut sahi bani thanks kabita ji,1
Hii,6
k mam bn ke dekhuga me vi 😊,6
mam ye apne kya kar diya ......muh mei pani agaya😂😂  .....meri feweret hai ye biriyani. ......very very nice video. ....and nice dishes  .......aaj hi banaungi. .....thanks,5
mam aap bahut pyaar se samjhati ho,4
MAM ur chicken dum biryani so yummy.,2
gud testy biryani,2
thanks kabita mam,1
what about use a pressure cooker? for real DUM.,7
thnxc for vidoes.....kavita mam......,1
Thanks a lot for receipe kal try karugi inshallah,1
thnk u so much kbita mam.....and today I cook it...😀👍👍from gulzar kureshi,1
nice,3
what about the chicken cooked or not.,7
vveerryy best taste,2
thank u maim,1
nice,3
apne ata ka use kiya to ese to kitna ata west hota he foil hi sahi rahega,6
try kiya very very good recipe thank u so much,5
good,3
hello,6
yummy😋,2
Thank u for this recepi mam aur yeh bahut hi tasty bani hai  aur aap pura accha samjaye,5
Yummy,2
i made this today after watching this video and following the exact recipe and steps..and it came out perfect and delicious..thanxs alot.,5
wow,3
Can I use egg for marination rather than using curd???If not then please suggest any other option......,7
Awsom,3
awesome biryani,2
Kavita Ji if we don't have pudina.....than what to do......is it necessary,7
me banyi thi...par jal gayai,6
good,3
nice,3
awesome biryani👌👌,2
hi mam esy chicken sahi se pak jay ga or rice kharab to ni hon gy,7
very nice kabita,3
nice,3
Thankuuu...mam,1
thanks di. ....,1
nice dish. ...very delicious. .....my family love it. ....,2
ok thank u so much,1
tasty,2
yummy,2
wow very nice I like it,3
"bohot pasand aya hum sabhi ko...ekdum restraunt jaise bana hai
THANKYOU :)))",1
mam iryani bna ta hva mja ya smj ni ati ka is ma pala kis ki layar lgau rice ki ya chiken ki,7
mam tave ke bina bhi bna bhi dm pr rkh skty h ya nahi?,7
nice,3
Yummy i want to eat it ,2
mem ghee ki jaga oil use kar sakte hai kya,7
Awesome job ma'm👏🏻👏🏻👏🏻👏🏻👏🏻,4
mam chicken Pak jaayegi kiya bina ussey oil mai fry kiye,7
OK,6
nice,3
yummm,2
thanx kabita didi.,1
masha allah very nice dish me  bhi try karun gi,2
so nice,3
u forgot to add oil in the marinate,6
ap na chiken ko pkya ni kch ni asa e kacha ni raha ga,6
best biryani ever..I made it..Nd it was very yummy😘😘😘,2
oil ka kb use krna hn,7
please reply i m waiting.,6
masala fry karne ki jarurat nahi hai?,7
Thank you sis mai bi try krunga,1
"very nice kabita ji,",3
she has wasted lots of marinated chicken masala,6
Nice....,3
mem isme chicken achi tarah se pak jata he rply,7
i love your reciepes,4
Vare Nic DiDe......,3
jeera kaha hai?,7
mam apna pura ghr dikhaiye aur apne husband ko bhi,6
very nyc recipe 👌i❤chiken 'rakin'👈😴,2
chicken kaccha toh nhi rahega,7
I love all your recipes they are amazing!!!😉😊😌🙂😋,4
chikan to kach nahi rahte h ye bato ap,7
thanks aap bht acch bolti h or khna bi acch bnati h thanks,5
kabita mam 1kg chaval ke liye kitna chiken chahiye??????,7
looking so tasty biryani👌👌👌👌👌👌,2
Thanks for Biryani recipes. i like that,1
aj maine aur mammy ne milkar try ki .bohut acha hua tha di.thnk u soooo much,1
looking yummy,2
mai ne aj ye biryani banai bhot acha bana think you kbita,1
pura pack krne Pe ye dar to Bana rahega ki Kahi pan fat na jaye,6
nice recipe yummy,2
Kabita ji  taste kysa hua????or chicken thik se boiled hua????.by the way aap ke lia me abhi bohut a66a khana bana rahehu.thank u Kabita ji.just wow,5
very  nice,3
Thanks for the royal dish. I will try.,1
kabita ji itna chicken mai kitana admi nipat jaya ga ? 😁,7
maine try kiya bt wo jal gayi.. same process follow kiya tha.. then kya mistake hui??,7
rice ko kitna pakana chahiye ek baar dekhaeye ki kitna pakka hona chahiye rice,7
lovely,3
very nice,3
nicely explained,4
can I cook tht in cooker,7
Mam maine banaya low flame me jal gaya...,6
Nice,3
your profile pic is very awesome and you are so beautiful,4
"but seriously for 600g of chicken wee need 250 g  as in ur vedio.
but sum resipies say ratio of chicken and rice should be 1:1.....
plz reply",7
very nicely explained,4
This is the best biryani instructional i  have watched.  Biryani is my fav dish.  Thanks Kabita for your efforts.,1
mam saffron nahi Hai toh kya dal saktey Hai?,7
aap mere favorite ho,4
mam aap bhut acche se samjhati  hai,4
very very  nice didi...bahut clear hai...,5
nic,3
mja ap ka cooking methood bhot pasnd aya ,4
tq mam,1
nice cooking didi,4
hi,6
Mam mere try karahiha,6
😍😍😍😍yummy,2
good,3
thanks,1
"i like chicken biryanii  for eat, but afterseeing ur vedio i would like to cook chicken biryani and seve to my familyy.........really i like it",6
Yes very nice,3
great recipe,2
how many servings? and what is the rice quantity? if u can b exact,7
Thank you,1
very nice biryani,2
i love this recipe very much thank you for recipe,1
"simranlohari 
very Very yummy 😋 😋 😋 😋",2
hi kabita which shahi Biryani masala did u use? plzzz reply,7
mam..kya hum cooker m bana sakte hain..pls reply,7
Won't u cook chicken before u make dum,7
thanks,1
gonna try this soon,6
thanku mam.....,1
nice mam,3
Nice biryani,2
Do not use plastic stainer for all kinds of hot foods it  cause many diseases like cancer,6
Fantastic good job,4
"Very nice planning for cooking,  Specially the technique to give ""DUM"" to biryani",4
waow so nice and amazing tricks to make biryani...superb..love you kabita g..,4
nice,3
ooh  so nice,3
nice...,3
good,3
I love you so much ur cooking .. ghazal 4rm pakistan,4
thanks api,1
kal bananay ke try karta hoon i mean karwata hoon baigum say . hehe,6
is trha to chkn kacha ni rh jyn ga kia,7
Madam.cooking.nice,4
without paani k chiken paka hain ki nahi ye nahi dikhaya. aise chiken pura pak jata hain na mam.,7
amazing recipe I will definitely try but I guess yu didn't fry chicken ..don't yu think so chicken will remain  uncooked from many areas ???,7
yummy,2
very nice.,3
It was delicious,2
"shahi biryani masala.Means,what is included in that masala.",7
okay thanks mam,1
hi mam first we have to boil the chicken ?,7
kavita my sister you are very good job,4
"App ke samjhane ka tariqa 
bahot achchha lga 
very good job     thanks",5
"Masha Allah awesome, very tasty Biryani.  We had enjoyed a lot.  Thanks Sister.",5
thanks,1
Thanks Kabitha Jee,1
beautiful...awesome...thanks a lot madam,5
kya iss sy mirchi kachi nehi reh reh jatii,7
"Thank you didi,,,,",1
How much people will this serve? I want to make this today,7
very nice,3
Awesome  really awesome,3
Very nice,3
nicely explained,4
cooker ka bhi use kar skte hai kya dum dene k liye,7
thank for recipe k liye,1
thank for recipe,1
can I cook the marinated chicken for sometime before mixing with the rice??,7
ye biryani kitne log kah sakhte hain?????ye bata dijiye ap....,7
Thank you ,1
very well explained  kabita ji...,4
Apka no mil sakta h kia or han maim mai ladki hun ok,6
Very very good kabita didi,3
es Trah sy with out tawa use Kiay biryani jal tu n jaiy ge...?,7
Very good,3
thanks maa...,1
nice mam thanks for this video..and aap mam nhi aap maa ho ..,5
Waah kavita di mjaa aa gya. Hats off to u.,4
Ur recipes r yummyyyy.,2
l love ur cooking style kabita didi,4
Adha kg atta barbaad hoga na kya hum isse cotton ka kappa dak nahi sakte,6
Hi what is purpose of putting on tawa to cook,7
awesmm 👌🏼 1st tym watching ur video and loved the way u prepared the whole....,5
yummyyy...,2
Nice mam .. But . chicken kya puretarhase khane layak hogaya hai ???,5
mam jaisa ki chicken kacha h ... tho kya woh pakk jayega ya nhi or burn tho nhi ho jayega,7
chicken mein jo mix kiya aapne useee freez mein  rakhne se kya hota hai...,7
Nice,3
I try very special biryani thanks,1
Nice,3
ghar ka yaad aa gaya,6
thank you sister,1
wow it so simple repice thankyou👌👌😘👍,5
awesome,3
real hyderabadi styel,6
Hi chef kabita really very nice process I love this stayel,4
U r my favorite,4
Thank you so much to share this recipe,1
i tride at home it's very very  very delicious Thank you so much for giving me this nice recepi,5
"very  Good recipe Kavita , Maine ye aaj try kiya aur bahut aacha bana  thanks",5
veryy nice,3
very nice👍👍👍👍,3
good,3
your all recpie osmm n esy to make..love all ur vidio,5
Nice Cooking Process InshAllah will try these weeknd...,4
awesome ....,3
madam ji jarur nai zaror kehten hain piyaj nai piyaz kehna,6
Nice di,3
nice,3
what you will do,6
waaaaw nice,3
looking  for  someone who can cook it for me.,6
Thank you ma'am. I followed your steps. and the taste was amazing. Thank you for your video.,5
awesome..... and thanks..,5
"Its look so easy
i'll try",2
is there any other alternative to seal the pot other than using aata dough?,7
very nice and easy reciepe thanks,5
"instead of sealing the lid with dough, can we use pressure cooker? Actually why i'm asking is because we have to waste so much of dough.",7
me ise cooker pe pakana chahta hun mam it's posible or no ???,7
Kya dum biryani cooker pe NAI paka skte,7
thank you for giving me  this reciepe and I will try and my family bless to me  your biryani too good... once again thank you,1
"Excellent way to make Biriyani, Thank you mam",1
yes.. the taste was awesome.. everyone loved it.. thanks kabita for the recipe..,5
I was wrong ..it was delicious.,2
"please help me you don't add  water rice will not remain uncooked  Because u added half cooked rice, even though chicken was raw?",7
thank you for your recipe,1
will the chicken burn if the biryani is cooked in alluminium vessel ??,7
piyaz thoda zayda lal hoo gaya hay,6
kindly tell what is biryani masala..you didnt tell about it,7
ma'am kya hum ghee ki jagah oil use nahi ke sakte agar ghee psand na ho to,7
"great recipe ...main ne first time dum biryani bani aur bahut testi bani 
thanks mam",5
I Will try to make it thank u mam,1
prepared it today ..it was delicious .. thank you,2
v.Nice ♥,3
mam agar chaval 1kg ho toh kitni quntity main masala dale??,7
awesome and u make it simple .....thanks .....one question ....can we use aluminium foil to cover it and for dum ...like ur vegetable dum biryani .,5
kabita mam agar biryani me full masala chahiye toh kya kar sakte hain??,7
"If my chicken is one kilo, do I increase all the components proportionally.",7
"It seems there is already some in the bottom of the boiling water meant for cooking rice, What's that?",7
"you know best thing I like about your videos is that you explain eveything so nicely ,difficult dish bhi aasaan lagti hai .",4
"i loved your recipe! It's the best, thank you very much, i love to cook biryani.",5
oky thanku,1
well explained...,4
ok :-) thank you,1
very  Good recipe sister Maine ye try kiya aur bahut aacha ban a thanks,5
Nice. .,3
mam i am your big fan �,4
very good,3
thank u so much kabita for this simple nd great recipe....i tried chiken biryani today nd it turned out so goood...,5
Wow very nice,3
"I love the way you explain.... Sooo simple and clear ..... 

Thanks a lot 🙏🏼👍🏼",5
u r husbend very lucky fellow mam,6
Superb. I followed your steps and the taste was amazing. Thank you for your video.,5
Thanks x,1
Nice,3
Yummyyyyyyy😆😆,2
Nice biryani,2
nice,3
Thank you vry much sweet sis i wil be try to coocking,1
yummy thx,5
chicken quantity is more than double of rice.does it works,7
Can one use a pressure cooker instead of messing with dough for sealing the container?,7
So good,3
650 gms chicken ki 250 gms rice?how,7
"please don't use food coloring... u can choose saffron with hot milk....

remaining things are perfect..",6
yummy,2
thanks for the giving this recipe....,1
Thank-you Madam. we cooked biryani as per ur recipe..It was delicious.,5
